0.0000015150,0.0000010270,0.0000009580,0.0000230060,0.0000014110,0.0000008930,0.0146758000,0.0000339200
0.0000021100,0.0000010070,0.0000008770,0.0000307330,0.0000013670,0.0000008320,0.0094187310,0.0000067860
0.0000012220,0.0000010040,0.0000008910,0.0000239990,0.0000013870,0.0000008280,0.0095646680,0.0000073350
0.0000007250,0.0000005070,0.0000007380,0.0000210650,0.0000015270,0.0000004540,0.0090107300,0.0000061550
0.0000011640,0.0000009710,0.0000008900,0.0000217860,0.0000014370,0.0000008900,0.0106680890,0.0000068870
0.0000010840,0.0000007480,0.0000007780,0.0000165060,0.0000010460,0.0000006830,0.0083960460,0.0000069750
0.0000009700,0.0000007600,0.0000007400,0.0000210250,0.0000014760,0.0000007650,0.0110930100,0.0000069040
0.0000011450,0.0000008800,0.0000007740,0.0000215230,0.0000015040,0.0000008010,0.0131108630,0.0000094330
0.0000012380,0.0000007340,0.0000007950,0.0000210100,0.0000015900,0.0000007330,0.0121870010,0.0000058910
0.0000011720,0.0000008390,0.0000007460,0.0000211970,0.0000014900,0.0000006720,0.0109786960,0.0000141290
0.0000010150,0.0000009240,0.0000008370,0.0000222200,0.0000013190,0.0000008290,0.0098775110,0.0000079590
0.0000015010,0.0000011870,0.0000008640,0.0000292860,0.0000010150,0.0000007300,0.0104735810,0.0000068830
0.0000011400,0.0000010500,0.0000008790,0.0001011940,0.0000013650,0.0000008830,0.0107656610,0.0000064650
0.0000011820,0.0000009670,0.0000008650,0.0000211730,0.0000014820,0.0000008470,0.0108442980,0.0000075560
0.0000011410,0.0000009070,0.0000008780,0.0000212230,0.0000015560,0.0000008020,0.0097441080,0.0000064710
0.0000011810,0.0000009000,0.0000007680,0.0000205200,0.0000012700,0.0000008910,0.0090710470,0.0000062990
0.0000011550,0.0000008810,0.0000009360,0.0000210870,0.0000014630,0.0000009370,0.0111659510,0.0000054150
0.0000012010,0.0000009320,0.0000009180,0.0000363000,0.0000014720,0.0000007310,0.0109952400,0.0000093850
0.0000010990,0.0000008110,0.0000009050,0.0000205770,0.0000015710,0.0000008960,0.0090289850,0.0000074790
0.0000010710,0.0000008830,0.0000007020,0.0000213010,0.0000014880,0.0000008470,0.0092706830,0.0000066910
0.0000012680,0.0000009660,0.0000008580,0.0000353870,0.0000013730,0.0000008400,0.0104669100,0.0000060300
0.0000017040,0.0000009100,0.0000008970,0.0000215470,0.0000012780,0.0000007600,0.0115014460,0.0000063970
0.0000012440,0.0000010430,0.0000009930,0.0000213920,0.0000014680,0.0000008470,0.0105089990,0.0000068600
0.0000009040,0.0000007290,0.0000006710,0.0000642910,0.0000013640,0.0000008370,0.0109365860,0.0000066950
0.0000168470,0.0000008900,0.0000008180,0.0000215460,0.0000015540,0.0000009380,0.0091186450,0.0000062650
0.0000008520,0.0000006570,0.0000007130,0.0000385700,0.0000014050,0.0000006900,0.0099025420,0.0000061550
0.0000010800,0.0000009820,0.0000007360,0.0000205390,0.0000014320,0.0000008720,0.0102838340,0.0000053450
0.0000012530,0.0000009720,0.0000011300,0.0000229540,0.0000014740,0.0000006910,0.0106294640,0.0000066790
0.0000010570,0.0000008810,0.0000008350,0.0000219380,0.0000016040,0.0000006640,0.0104420400,0.0000060500
0.0000010600,0.0000008150,0.0000007970,0.0000218110,0.0000014540,0.0000006900,0.0103221330,0.0000073510
0.0000012250,0.0000009280,0.0000009130,0.0000235630,0.0000014990,0.0000008980,0.0110307850,0.0000058650
0.0000014490,0.0000010750,0.0000008700,0.0000209800,0.0000013570,0.0000008160,0.0099115650,0.0000058860
0.0000013960,0.0000011480,0.0000010310,0.0000217160,0.0000014100,0.0000008820,0.0129607100,0.0000073480
0.0000012690,0.0000010290,0.0000008520,0.0000213450,0.0000014820,0.0000007950,0.0109548890,0.0000062170
0.0000013420,0.0000009720,0.0000008930,0.0000197980,0.0000010650,0.0000006740,0.0134405450,0.0000067840
0.0000012580,0.0000009810,0.0000008540,0.0000222620,0.0000013560,0.0000008340,0.0109985530,0.0000082670
0.0000012410,0.0000009960,0.0000008260,0.0000218450,0.0000012690,0.0000008070,0.0106654290,0.0000063310
0.0000010720,0.0000008180,0.0000007730,0.0000420450,0.0000013690,0.0000008420,0.0099943990,0.0000070740
0.0000011010,0.0000009820,0.0000009390,0.0000205980,0.0000014610,0.0000007240,0.0112448210,0.0000060380
0.0000011260,0.0000007850,0.0000007090,0.0000174920,0.0000014210,0.0000007640,0.0102703600,0.0000064350
