0.0010834020,0.0008914410,0.0005426560,0.0007681320,0.0000973190,0.0000791120,0.0130088040,0.0007720840
0.0011019680,0.0008851350,0.0005405450,0.0007725600,0.0000972790,0.0000775020,0.0145146850,0.0012448870
0.0015373850,0.0011532170,0.0005451380,0.0007702170,0.0000972290,0.0001053130,0.0133656320,0.0008292670
0.0012144000,0.0012959770,0.0005625680,0.0009093890,0.0000964230,0.0000832160,0.0126134950,0.0008124580
0.0011120870,0.0008959280,0.0005403880,0.0007645000,0.0000971790,0.0000822530,0.0142788590,0.0007725160
0.0011209530,0.0009127000,0.0005426340,0.0009142210,0.0001070860,0.0000827360,0.0115860810,0.0008321110
0.0011070700,0.0008980540,0.0005408240,0.0008421280,0.0000993720,0.0000920170,0.0116074600,0.0008057060
0.0011333830,0.0009162610,0.0006132110,0.0007623030,0.0001081540,0.0001044260,0.0117495990,0.0008015370
0.0011124670,0.0009012510,0.0005406940,0.0007635470,0.0000967390,0.0000794940,0.0117838900,0.0008441730
0.0011235570,0.0009002540,0.0005504170,0.0007768510,0.0000973030,0.0000813730,0.0118859750,0.0008412170
0.0011236700,0.0009089450,0.0005412710,0.0007633610,0.0000984140,0.0000807770,0.0116799830,0.0007800010
0.0011082200,0.0008987140,0.0005409070,0.0007647950,0.0000972510,0.0000838170,0.0117127870,0.0007446180
0.0014786500,0.0013537040,0.0005196180,0.0007328910,0.0000839900,0.0000388900,0.0117768260,0.0012342810
0.0014720940,0.0013537050,0.0005195490,0.0007310530,0.0000843060,0.0000390320,0.0117397870,0.0011521430
0.0011706670,0.0009858140,0.0005415660,0.0007631890,0.0000970650,0.0000773370,0.0117268240,0.0007999020
0.0011130910,0.0009328440,0.0005509260,0.0007801990,0.0000977250,0.0000806720,0.0118370770,0.0008018950
0.0011272890,0.0009409870,0.0005411640,0.0007644840,0.0000975910,0.0000808350,0.0119132030,0.0008400470
0.0011171550,0.0009056340,0.0005429830,0.0007641930,0.0000961570,0.0000807180,0.0119172650,0.0008128270
0.0011251640,0.0009151220,0.0005465480,0.0007680790,0.0000979490,0.0000804870,0.0117953060,0.0008011400
0.0011121110,0.0008955890,0.0005414180,0.0007638190,0.0000982400,0.0000808200,0.0119652000,0.0007388440
0.0011111730,0.0008985550,0.0005452170,0.0007621060,0.0000972930,0.0000816810,0.0117966390,0.0008681950
0.0011094420,0.0009001150,0.0005423700,0.0008301220,0.0000969850,0.0000793890,0.0117825720,0.0008289000
0.0011072190,0.0008980120,0.0005411030,0.0007653860,0.0000973010,0.0000794770,0.0127695480,0.0008264390
0.0011267690,0.0009140060,0.0005391620,0.0007646280,0.0000975690,0.0000805390,0.0120945540,0.0008760600
0.0005507700,0.0004360630,0.0005204300,0.0010886090,0.0000898990,0.0000251820,0.0119605040,0.0004019620
0.0011217730,0.0009059090,0.0005417430,0.0007654370,0.0000970610,0.0000828680,0.0119146610,0.0008171090
0.0011940300,0.0010830170,0.0005402920,0.0007661210,0.0000970720,0.0000784200,0.0116984320,0.0008187190
