0.0000153630,0.0000140180,0.0000066500,0.0000864040,0.0000058000,0.0000029860,0.0133709100,0.0000292310
0.0000192920,0.0000153010,0.0000124730,0.0000966180,0.0000073730,0.0000047620,0.0112770990,0.0000188510
0.0000182090,0.0000146480,0.0000104260,0.0001152120,0.0000085850,0.0000064370,0.0131957330,0.0000205090
0.0000171360,0.0000133490,0.0000092740,0.0000970560,0.0000069170,0.0000050720,0.0111407760,0.0000200400
0.0000185230,0.0000144970,0.0000103180,0.0000900200,0.0000066200,0.0000045330,0.0136067190,0.0000208730
0.0000180530,0.0000139780,0.0000105670,0.0000891940,0.0000072330,0.0000047370,0.0108455290,0.0000202070
0.0000171960,0.0000133170,0.0000102990,0.0001147570,0.0000074970,0.0000048020,0.0118807020,0.0000195060
0.0000175130,0.0000146390,0.0000104510,0.0001165680,0.0000083900,0.0000060900,0.0128988030,0.0000193580
0.0000173790,0.0000144060,0.0000104970,0.0000893880,0.0000070240,0.0000051560,0.0150389870,0.0000401550
0.0000200600,0.0000150070,0.0000122360,0.0002538840,0.0000087700,0.0000070280,0.0131977640,0.0000211940
0.0000081920,0.0000067280,0.0000085710,0.0001177460,0.0000074000,0.0000016920,0.0114767170,0.0000283730
0.0000181340,0.0000130340,0.0000093680,0.0001258400,0.0000085210,0.0000056860,0.0116884070,0.0000187430
0.0000171750,0.0000135530,0.0000105780,0.0001188220,0.0000088420,0.0000052590,0.0120703340,0.0000222840
0.0000173310,0.0000143770,0.0000106060,0.0000921790,0.0000069460,0.0000044260,0.0119185920,0.0000199680
0.0000181220,0.0000145230,0.0000102240,0.0000958010,0.0000069660,0.0000046890,0.0114306790,0.0000281250
0.0000207800,0.0000140310,0.0000099740,0.0002042860,0.0000083600,0.0000060160,0.0120315220,0.0000200270
0.0000181220,0.0000140270,0.0000104740,0.0000970710,0.0000068270,0.0000046650,0.0117387320,0.0000200540
0.0000079130,0.0000065430,0.0000085280,0.0000983130,0.0000067800,0.0000016920,0.0116011250,0.0000141430
0.0000184360,0.0000144440,0.0000105910,0.0000958460,0.0000067260,0.0000043410,0.0112139690,0.0000189970
0.0000165570,0.0000130210,0.0000106950,0.0000998550,0.0000068510,0.0000044910,0.0118578560,0.0000192290
0.0000176720,0.0000142860,0.0000101660,0.0001203430,0.0000071550,0.0000047200,0.0116175700,0.0000181150
0.0000166460,0.0000122380,0.0000074470,0.0001037450,0.0000068440,0.0000050790,0.0110304040,0.0000280670
0.0000173720,0.0000368100,0.0000096500,0.0001191890,0.0000089800,0.0000059360,0.0122740840,0.0000209010
0.0000190140,0.0000155880,0.0000104300,0.0000882770,0.0000067780,0.0000046600,0.0110523550,0.0000202160
0.0000175310,0.0000134700,0.0000102870,0.0000884700,0.0000068710,0.0000046050,0.0114028030,0.0000192510
0.0000192580,0.0000138950,0.0000079290,0.0001007750,0.0000070660,0.0000052030,0.0112423170,0.0000205810
0.0000180260,0.0000142630,0.0000104250,0.0000953900,0.0000071050,0.0000048030,0.0117961100,0.0000207210
0.0000169160,0.0000139150,0.0000108570,0.0001180720,0.0000080050,0.0000044730,0.0118160870,0.0000199490
